Record Length,Analog:7000,
Sample Interval,Analog:1.000000E-05,
Vertical Units,CH1:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+2.000000E+00, CH3:+2.000000E+00, CH4:+5.000000E-01,,
Vertical Offset,CH1:-6.600000E+00, CH3:-6.160000E+00, CH4:-1.278000E+01,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+03,
Model Number,SDS1104X-E,
Serial Number,SDSMMGKD7R7907,
Software Version,8.3.6.1.37R10,
Source,CH1,CH3,CH4
Second,Value,Value,Value
+4.765500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.765600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.765700E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.765800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.765900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.766000E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.766100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.766200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.766300E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.766400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.766500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.766600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.766700E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.766800E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.766900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.767000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.767100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.767200E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.767300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.767400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.767500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.767600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.767700E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.767800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.767900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.768000E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.768100E-01,+8.680000E+00,+1.264000E+01,+1.052000E+01
+4.768200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.768300E-01,+1.188000E+01,+1.272000E+01,+1.052000E+01
+4.768400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.768500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.768600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.768700E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.768800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.768900E-01,+6.520000E+00,+1.264000E+01,+1.052000E+01
+4.769000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.769100E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.769200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.769300E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.769400E-01,+2.920000E+00,+1.272000E+01,+1.052000E+01
+4.769500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.769600E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.769700E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.769800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.769900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.770000E-01,+1.320000E+00,+1.264000E+01,+1.052000E+01
+4.770100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.770200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.770300E-01,+8.400002E-01,+1.240000E+01,+1.052000E+01
+4.770400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.770500E-01,+1.156000E+01,+1.264000E+01,+1.052000E+01
+4.770600E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.770700E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.770800E-01,+1.204000E+01,+1.280000E+01,+1.052000E+01
+4.770900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.771000E-01,+4.120000E+00,+1.264000E+01,+1.052000E+01
+4.771100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.771200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.771300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.771400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.771500E-01,+5.400000E+00,+1.264000E+01,+1.052000E+01
+4.771600E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.771700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.771800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.771900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.772000E-01,+1.028000E+01,+1.272000E+01,+1.052000E+01
+4.772100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.772200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.772300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.772400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.772500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.772600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.772700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.772800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.772900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.773000E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.773100E-01,+2.280000E+00,+1.264000E+01,+1.052000E+01
+4.773200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.773300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.773400E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.773500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.773600E-01,+8.040000E+00,+1.264000E+01,+1.052000E+01
+4.773700E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.773800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.773900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.774000E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.774100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.774200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.774300E-01,+2.200000E+00,+1.264000E+01,+1.052000E+01
+4.774400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.774500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.774600E-01,+5.999999E-01,+1.232000E+01,+1.052000E+01
+4.774700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.774800E-01,+8.280000E+00,+1.264000E+01,+1.052000E+01
+4.774900E-01,+1.236000E+01,+1.272000E+01,+1.052000E+01
+4.775000E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.775100E-01,+1.228000E+01,+1.272000E+01,+1.052000E+01
+4.775200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.775300E-01,+7.480000E+00,+1.264000E+01,+1.052000E+01
+4.775400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.775500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.775600E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.775700E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.775800E-01,+1.960000E+00,+1.264000E+01,+1.052000E+01
+4.775900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.776000E-01,+1.196000E+01,+1.256000E+01,+1.052000E+01
+4.776100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.776200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.776300E-01,+1.236000E+01,+1.280000E+01,+1.052000E+01
+4.776400E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.776500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.776600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.776700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.776800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.776900E-01,+1.228000E+01,+1.288000E+01,+1.052000E+01
+4.777000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.777100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.777200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.777300E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.777400E-01,+4.920000E+00,+1.256000E+01,+1.052000E+01
+4.777500E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.777600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.777700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.777800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.777900E-01,+4.360000E+00,+1.264000E+01,+1.052000E+01
+4.778000E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.778100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.778200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.778300E-01,+1.220000E+01,+1.280000E+01,+1.052000E+01
+4.778400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.778500E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.778600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.778700E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.778800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.778900E-01,+1.180000E+01,+1.256000E+01,+1.052000E+01
+4.779000E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.779100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.779200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.779300E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.779400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.779500E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.779600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.779700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.779800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.779900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.780000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.780100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.780200E-01,+1.320000E+00,+1.264000E+01,+1.052000E+01
+4.780300E-01,+7.600002E-01,+1.256000E+01,+1.052000E+01
+4.780400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.780500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.780600E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.780700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.780800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.780900E-01,+9.200001E-01,+1.248000E+01,+1.052000E+01
+4.781000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.781100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.781200E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.781300E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.781400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.781500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.781600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.781700E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.781800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.781900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.782000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.782100E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.782200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.782300E-01,+1.160000E+00,+1.248000E+01,+1.052000E+01
+4.782400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.782500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.782600E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.782700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.782800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.782900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.783300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.783400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.783800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.783900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.784000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.784100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.784200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.784300E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.784400E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.784500E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.784600E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.784700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.784800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.784900E-01,+3.160000E+00,+1.264000E+01,+1.052000E+01
+4.785000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.785100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.785200E-01,+5.999999E-01,+1.232000E+01,+1.052000E+01
+4.785300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.785400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.785500E-01,+1.560000E+00,+1.280000E+01,+1.052000E+01
+4.785600E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.785700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.785800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.785900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.786000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.786100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.786200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.786300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.786400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.786500E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.786600E-01,+9.200001E-01,+1.240000E+01,+1.052000E+01
+4.786700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.786800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.786900E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.787000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.787100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.787200E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.787300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.787400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.787500E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.787600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.787700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.787800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.787900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.788000E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.788100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.788200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.788300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.788400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.788500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.788600E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.788700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.788800E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.788900E-01,+9.200001E-01,+1.272000E+01,+1.052000E+01
+4.789000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.789100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.789200E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.789300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.789400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.789500E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.789600E-01,+1.140000E+01,+1.264000E+01,+1.052000E+01
+4.789700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.789800E-01,+1.228000E+01,+1.272000E+01,+1.052000E+01
+4.789900E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.790000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.790100E-01,+6.520000E+00,+1.272000E+01,+1.052000E+01
+4.790200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.790300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.790400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.790500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.790600E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.790700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.790800E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.790900E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.791000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.791100E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.791200E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.791300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.791400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.791500E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.791600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.791700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.791800E-01,+1.400000E+00,+1.288000E+01,+1.052000E+01
+4.791900E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.792000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.792100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.792200E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.792300E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.792400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.792500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.792600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.792700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.792800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.792900E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.793000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.793100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.793200E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.793300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.793400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.793500E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.793600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.793700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.793800E-01,+7.600002E-01,+1.256000E+01,+1.052000E+01
+4.793900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.794000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.794100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.794200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.794300E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.794400E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.794500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.794600E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.794700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.794800E-01,+7.880000E+00,+1.264000E+01,+1.052000E+01
+4.794900E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.795000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.795100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.795200E-01,+1.188000E+01,+1.256000E+01,+1.052000E+01
+4.795300E-01,+1.004000E+01,+1.264000E+01,+1.052000E+01
+4.795400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.795500E-01,+1.400000E+00,+1.272000E+01,+1.052000E+01
+4.795600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.795700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.795800E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.795900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.796000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.796100E-01,+1.400000E+00,+1.288000E+01,+1.052000E+01
+4.796200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.796300E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.796400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.796500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.796600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.796700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.796800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.796900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.797000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.797100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.797200E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.797300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.797400E-01,+4.920000E+00,+1.264000E+01,+1.052000E+01
+4.797500E-01,+1.228000E+01,+1.280000E+01,+1.052000E+01
+4.797600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.797700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.797800E-01,+1.212000E+01,+1.248000E+01,+1.052000E+01
+4.797900E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.798000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.798100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.798200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.798300E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.798400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.798500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.798600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.798700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.798800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.798900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.799000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.799100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.799200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.799300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.799400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.799500E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.799600E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.799700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.799800E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.799900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.800000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.800100E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.800200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.800300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.800400E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.800500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.800600E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.800700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.800800E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.800900E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.801000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.801100E-01,+1.052000E+01,+1.264000E+01,+1.052000E+01
+4.801200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.801300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.801400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.801500E-01,+1.204000E+01,+1.248000E+01,+1.052000E+01
+4.801600E-01,+5.160000E+00,+1.272000E+01,+1.052000E+01
+4.801700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.801800E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.801900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.802000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.802100E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.802200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.802300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.802400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.802500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.802600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.802700E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.802800E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.802900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.803000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.803100E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.803200E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.803300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.803400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.803500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
